id,Key,Russian,English,Chinese,Spanish,Brazilian portuguese,"Deutsche Sprache ",Japanese,French,Polish,Korean,Turkish,Italian,Hungary
184.0,shvatit_butulku,Схватить бутылку,Grab the bottle,抓过酒瓶,Agarrar la botella,Pegar a garrafa,Flasche schnappen,ボトルを掴む,Saisir la bouteille,Chwycić butelkę,병을 움켜쥐다,Şişeyi kapmak,Afferrare la bottiglia,Megragadni az üveget
185.0,uge_vybral_lubimyi,Уже выбрал любимый?,"Have you already chosen, my love?",选好了亲爱的？,"¿Ya elegiste, amor?",Já escolheu seu favorito?,Hast du schon deinen Liebling gewählt?,もう最爱は選んだ？,Tu as déjà choisi ton préféré ?,Już wybrał ulubiony?,이미 가장 좋아하는 걸 골랐어?,En sevdiğini seçtin mi?,Hai già scelto il tuo preferito?,Már kiválasztotta a kedvencét?
,,,,,,,,,,,,,,
187.0,net,Нет,No,没,No,Não,Nein,いいえ,Non,Nie,아니오,Hayır,No,Nem
188.0,vy_smotrites_volshebno,Вы смотритесь волшебно,You look magical,你美极了,Te ves mágica,Você tá uma fada,Sie sehen magisch aus,魔法のようにお似合いです,Vous êtes magique,Wy wyglądacie czarodziejsko,마법처럼 잘 어울려요,Harika görünüyorsun,Siete magica,Varázslatosan néz ki
189.0,zakrichat,Закричать ,Scream,尖叫,Gritar,Gritar,Schreien,叫ぶ,Crier,Krzyczeć,소리치다,Bağırmak,Urlare,Sikoltozni
190.0,begat,Бежать,Run,奔跑,Correr,Correr,Rennen,走る,Courir,Biec,달리다,Koşmak,Correre,Futni
191.0,chto_tebe_nugno,ЧТО ТЕБЕ НУЖНО,WHAT DO YOU WANT,你要什么,¿QUÉ QUIERES,O QUE VOCÊ QUER,WAS WILLST DU,何が欲しいんだ,QU'EST-CE QUE TU VEUX,CZEGO TOBIE TRZEBA,너는 뭐가 필요해,NEYE İHTİYACIN VAR,COSA VUOI,MIT AKARSZ
192.0,dai_mne_git,ДАЙ МНЕ ЖИТЬ,LET ME LIVE,让我活,DÉJAME VIVIR,ME DEIXA VIVER,LASS MICH LEBEN,私を生きさせろ,LAISSE-MOI VIVRE,DAJ MNIE ŻYĆ,내가 살게 해 줘,YAŞAMAMA İZİN VER,LASCIAMI VIVERE,ENGEDJ ÉLNI
193.0,pozvol_mne_pospat,ПОЗВОЛЬ МНЕ УСНУТЬ,LET ME FALL ASLEEP,让我睡,DÉJAME DORMIR,ME DEIXA DORMIR,ERLAUBE MIR EINZUSCHLAFEN,私を眠らせろ,PERMET-MOI DE M'ENDORMIR,POZWÓL MNIE ZASNĄĆ,내가 잠들게 해 줘,Uyumama izin ver,PERMETTIMI DI ADDORMENTARMI,ENGEDJ ELALUDNI
194.0,prekrati_uidi_ne_donimai_menya,"ПРЕКРАТИ, УЙДИ, НЕ ДОНИМАЙ МЕНЯ ","CEASE THIS, BEGONE, STOP BADGERING ME",停下 滚开 别缠着我,"BASTA, VETE, DEJA DE ATOSIGARME","PARA, VAI EMBORA, PARA DE ME INCOMODAR","HÖR AUF, GEH WEG, BELÄSTIGE MICH NICHT",やめろ、去れ、私を責めるな,"ARRÊTE, VA-T'EN, ARRÊTE DE M'EMBÊTER","PRZESTAŃ, ODEJDŹ, NIE DRęCZ MNIE","그만해, 떠나줘, 나를 괴롭히지 마","DUR, GİT, BENİ RAHATSIZ ETME","BASTA, VATTENE, NON MI INFASTIDIRE","HAGYD ABBA, MENJ EL, NE ZAVARJ"
195.0,s_teh_por_kak_ty_ushla,С тех пор как ты ушла ,Since you left,自你离去,Desde que te fuiste,Desde que você foi embora,Seit du gegangen bist,あなたが去って以来,Depuis ton départ,Od tego czasu jak ty odeszła,네가 떠난 이후로,Sen gittiğinden beri,Da quando te ne sei andata,Amióta elmentél
196.0,menya_siedaet_neotchugdaemyi_ugas,Меня съедает неотчуждаемый ужас,I am devoured by an unalienable trepidation ,我被无法剥离的恐惧吞噬,Me devora un horror inalienable,Eu tô sendo consumido por um horror inalienável,Frisst mich ein unveräußerlicher Horror,私は譲渡不能な恐怖に食い尽くされている,Je suis dévoré par une horreur inaliénable,Mnie zjada nieoddzielny przerażenie,나는 양도할 수 없는 공포에 잠식당해,Beni devredilemez bir dehşet yiyor,Sono divorato da un orrore inalienabile,Egy elidegeníthetetlen horror emészt
197.0,zatianyvshiysia_koshmar,Затянувшийся кошмар,A perpetual torment ,无尽的折磨,Una pesadilla prolongada,Um pesadelo prolongado,Ein sich hinziehender Albtraum,長引く悪夢,Un cauchemar prolongé,Przeciągły koszmar,길어진 악몽,Uzayan bir kabus,Un incubo prolungato,Egy húzódó rémálom
198.0,bezbognyi_morok,Безбожный морок,A godless blight ,渎神的黑暗,Una penumbra impía,Uma escuridão ímpia,Eine gottlose Finsternis,神なき暗闇,Une obscurité impie,Bezbożny mrok,신도 없는 어둠,Tanrısız bir karanlık,Un'oscurità empia,Egy istentelen sötétség
199.0,nishodyashee_v_miru_marevo,Нисходящее в миру марево,A descending worldly mirage,笼罩世间的迷障,Un espejismo mundano descendiente,Uma miragem descendo sobre o mundo,Eine über der Welt niedersteigende Fata Morgana,世に降りる陽炎,Un mirage descendant sur le monde,Zstępujące na świecie majak,세상에 내리는 아지랑이,Dünyaya inen bir serap,Una fata morgana che discende sul mondo,Egy világra szálló délibáb
200.0,ya_vigu_besov,Я вижу бесов,I see fiend,我看见恶魔,Veo demonios,Eu vejo demônios,Ich sehe Dämonen,私は悪魔を見る,Je vois des démons,Ja widzę biesy,나는 악마들을 봐,Şeytanlar görüyorum,Vedo demoni,Ördögöket látok
201.0,i_oni_govoryat_so_mnoi,И они говорят со мной,And they speak with me,它们对我说话,Y hablan conmigo,E eles falam comigo,Und sie sprechen mit mir,そして彼らは私に話しかける,Et ils me parlent,I one mówią ze mną,그리고 그들은 나에게 말을 걸어,Ve benimle konuşuyorlar,E loro mi parlano,És beszélnek hozzám
202.0,ya_ne_splu,Я не сплю,I do not sleep,我不睡觉,No duermo,Eu não durmo,Ich schlafe nicht,私は眠らない,Je ne dors pas,Ja nie śpię,나는 자지 않아,Uyumuyorum,Non dormo,Nem alszom
203.0,ne_splu_v_konvenzionalnom_ponimanii_sna,Не сплю в конвенциональном понимании сна,Do not sleep in the conventional understanding of sleep,不在常规意义上睡觉,No duermo en sentido convencional,Não durmo no sentido convencional de sono,Ich schlafe nicht im konventionellen Verständnis von Schlaf,睡眠の慣習的な理解では眠らない,Je ne dors pas dans le sens conventionnel du sommeil,Nie śpię w konwencjonalnym rozumieniu snu,수면의 관습적인 이해에서는 자지 않아,Uykunun geleneksel anlamında uyumuyorum,Non dormo nel senso convenzionale di sonno,Nem alszom az alvás hagyományos értelmében
204.0,i_prosipaus,"И ""просыпаюсь""","And ""wake up""","而""醒来""","Y ""despierto""","E ""acordo""","Und ""wache auf""",そして「目覚める」,"Et je ""me réveille""","I ""przebudzam się""","그리고 ""깨어나""","Ve ""uyanıyorum""","E ""mi sveglio""","És ""felébredek"""
205.0,"sovershenno,absolutno, dezorientirovannym","Совершенно, абсолютно дезориентированным","Completely, absolutely disoriented",完全 彻底迷失方向,"Completamente, absolutamente desorientado","Completamente, absolutamente desorientado","Völlig, absolut desorientiert",完全に、絶対的に見当識障害を起こして,"Complètement, absolument désorienté","Całkowicie, absolutnie zdezorientowany","완전히, 절대적으로 방향 감각을 잃어","Tamamen, kesinlikle yönelimimi kaybetmiş","Completamente, assolutamente disorientato","Teljesen, abszolút dezorientáltan"
206.0,inogda_po_probugdeniy,"Иногда, по пробуждению","Sometimes, upon waking",有时醒来,"A veces, al despertar","Às vezes, ao acordar","Manchmal, nach dem Aufwachen",時折、目覚めた後,"Parfois, au réveil","Czasami, po przebudzeniu","가끔, 깨어난 후","Bazen, uyanınca","A volte, al risveglio","Néha, felébredéskor"
207.0,mne_ne_izvesten_segodniashnyi_den,Мне не известен сегодняшний день,I do not know today's date,不知今日何时,No sé la fecha de hoy,Eu não sei que dia é hoje,Kenne ich das heutige Datum nicht,今日の日付がわからない,Je ne connais pas la date d'aujourd'hui,Mnie nie znany dzisiejszy dzień,오늘 날짜를 모르겠어,Bugünün tarihini bilmiyorum,Non conosco la data di oggi,Nem ismerem a mai napot
208.0,mesiaz_god_dage_vremia_sutok,"Месяц, год, даже время суток","The month, the year, even the time of day",年月 甚至昼夜,"El mes, el año, incluso la hora","O mês, o ano, nem mesmo a hora","Monat, Jahr, sogar die Tageszeit",月、年、時刻さえも,"Le mois, l'année, même l'heure","Miesiąc, rok, nawet pora dnia","월, 년, 시간도","Ayı, yılı, hatta saati","Il mese, l'anno, persino l'ora del giorno","A hónapot, évet, még az időt sem"
209.0,ya_bredu_v_bredu,"Я в бреду бреду, посреди этого бескрайнего русского леса","In daze I'm maze my way, amidst this ours boundless Russian forest ",恍惚迷途 在这无垠俄式森林,"En aturdimiento deambulo, en medio de este nuestro bosque ruso sin límites","Eu vagueio em delírio, no meio dessa floresta russa sem fim","Ich wandere im Wahn, mitten in diesem endlosen russischen Wald",私はロシアの果てしない森の真ん中で、朦朧としながら歩く,"Je marche en délire, au milieu de cette forêt russe sans fin","Ja w malignie błądzę, pośród tego bezbrzeżnego rosyjskiego lasu","나는 러시아의 끝없는 숲 한가운데에서, 정신이 혼미한 채 걸어","Hezeyan içinde geziniyorum, bu sonsuz Rus ormanının ortasında","Vaggio nel delirio, nel mezzo di questa foresta russa senza fine","Tébolyban bolyongok, ebben a határtalan orosz erdőben"
210.0,etogo_nenavistnogo_doma,"Этого невыносимо родного дома, коему суждено было стать нашим укрытием, нашей крепостью ","Of this unbearably native home, that was ordained to become our sanctuary, our fortress

",这难以忍受的故土 本该成为我们庇护所 堡垒,"De este hogar insoportablemente nativo, que estaba ordainado para ser nuestro santuario, nuestra fortaleza","Dessa casa insuportavelmente familiar, que estava destinada a ser nosso refúgio, nossa fortaleza","Dieses unerträglich vertrauten Hauses, das dazu bestimmt war, unsere Zuflucht, unsere Festung zu werden",私たちの避難所、私たちの要塞となる運命だった、この耐え難いほど馴染み深い家の,"De cette maison insupportablement familière, qui était destinée à devenir notre refuge, notre forteresse","Tego nie do zniesienia swojskiego domu, któremu przeznaczone było stać się naszą kryjówką, naszą twierdzą","우리의 피난처, 우리의 요새가 되기로 운명지어진, 이 견딜 수 없을 만큼 친숙한 집의","Bu dayanılmaz derecede tanıdık evin, sığınağımız, kalemiz olması kaderinde olan","Di questa casa insopportabilmente familiare, che era destinata a diventare il nostro rifugio, la nostra fortezza","Ebben a elviselhetetlenül ismerős házban, aminek menedékünkké, erősségünkké kellett volna válnia"
211.0,terya_nit_deistvitelnogo,"Теряя нить действительного, плутая промеж двумя мирами моей осточертелой жизни","Losing the strand of the real, straying betwixt the two worlds of my loathsome life",失去现实之线 游荡在两个世界 我厌恶的生活,"Perdiendo el hilo de lo real, vagando entre dos mundos de mi vida odiosa","Perdendo o fio da realidade, vagando entre os dois mundos da minha vida enfadonha","Den Faden der Realität verlierend, zwischen den zwei Welten meines zum Hals heraus hängenden Lebens umherirrend",現実の糸を見失い、私の忌まわしい人生の二つの世界の間をさまよいながら,"Perdant le fil du réel, errant entre les deux mondes de ma vie écœurante","Tracąc nić rzeczywistego, błąkając się pomiędzy dwoma światami mojej znienawidzonej życia","현실의 실타래를 잃어버리고, 내 지겨운 인생의 두 세계 사이를 떠돌아다니면서","Gerçekliğin ipini kaybederek, canımdan bezmiş hayatımın iki dünyası arasında dolanarak","Perdendo il filo del reale, vagando tra i due mondi della mia vita nauseante","Elvesztve a valóság fonalát, vándorolva két unalmas életem világa között"
212.0,ne_nahodya_upokoeniya,Не находя упокоения ни в чём.,And finding solace in naught. ,无处得安宁,Sin hallar paz en nada.,Sem encontrar paz em nada.,In nichts Frieden findend.,何にも安らぎを見出せずに。,Ne trouvant le repos en rien.,Nie znajdując ukojenia w niczym.,그 무엇에도 안식을 찾지 못한 채.,Hiçbir şeyde huzur bulamıyorum.,Non trovando pace in nulla.,Semmi sem lel békét.
213.0,ty_znaesh_mne,"Ты знаешь, мне","You know, I feel... ",你知道 我感觉...,"Sabes, siento...","Cê sabe, pra mim","Du weißt, mir",あなた知ってる、私には,"Tu sais, à moi","Ty wiesz, mnie","너도 알다시피, 나는","Biliyor musun, bana","Sai, a me","Tudod, nekem"
214.0,mne_ochen_ochen_nezdorovitsya,"Мне очень, очень нездоровится.","I feel very, very unwell.",非常 非常不适,"Me siento muy, muy mal.","Eu tô muito, muito mal.","Mir ist sehr, sehr unwohl.",私にはとても、とても具合が悪い。,"Je me sens très, très mal.","Mnie bardzo, bardzo niedomaga.","나는 매우, 매우 몸이 안 좋아.","Ben çok, çok hastayım.","Sto molto, molto male.","Nagyon, nagyon rosszul vagyok."
215.0,sdelaem_eto_vmeste,Сделаем это вместе,Let's do it together,一起做吧,Hagámoslo juntos,Vamos fazer isso juntos,Machen wir es zusammen,一緒にやろう,Faisons ça ensemble,Zróbmy to razem,함께 하자,Bunu birlikte yapalım,Facciamolo insieme,Csináljuk együtt
217.0,da_lubov_moya,"Да, любовь моя","Yes, my love ",好的 吾爱 ,"Sí, mi amor","Sim, meu amor ","Ja, meine Liebe ",はい、私の愛 ,"Oui, mon amour ","Tak, miłość moja ","그래, 내 사랑","Evet, aşkım ","Sì, amore mio ","Igen, szerelmem "
